,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,degree,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,specificity_CI_diff,sensitivity_CI_diff,phi_CI_diff,AUC_CI_diff,sensitivity_CI_diff_impact,specificity_CI_diff_impact,sort_on_sensitivity,sort_on_specificity,sort_on_balanced,sort_on_sensitivity_impact,sort_on_specificity_impact
232,mean_area:q40-60  mean_radius:q40-60  mean_symmetry:q20-40,30,1.0,1.0,1.0,0.75,26,0.8571428571428571,0.9936905367902901,1.0,True,0.8498365855987975,1.0,0.875,3,0.1941204496832434,3,0.8677253955022459,0.6300045019324932,4,0,0.75,27,0.40388736053508817,26,1,3,q40-60,,,,,,q40-60,,q20-40,,-0.9654375312655138,-1.0,-0.7791668231562864,-1.0,0,0,635,847,1027,,
233,mean_area:q60-80  mean_radius:q60-80  mean_symmetry:q80-100,26,0.6666666666666666,0.929223913176084,1.0,0.9565217391304348,2,0.9565217391304348,0.9988998313695493,0.9915962413403874,True,0.6231884057971014,0.9565217391304348,0.8115942028985508,23,0.7805133925465195,22,0.09429932405071303,0.48216648140412877,23,1,0.9565217391304348,3,-0.08103857802515736,3,1,3,q60-80,,,,,,q60-80,,q80-100,,-1.0,-1.0,-0.9711739160741643,-1.0,0,0,919,798,1166,,
234,mean_area:q60-80  mean_radius:q60-80  mean_symmetry:q40-60,20,0.6,0.8126897245847847,0.9376522649024772,0.9,6,0.7826086956521738,0.9974714214555375,0.8784477418801728,True,0.5241424183609591,0.6923076923076923,0.75,13,0.5549838829718046,9,0.2623780766069451,0.5623477350975228,10,4,0.9,7,0.3067268825600433,10,1,3,q60-80,,,,,,q60-80,,q40-60,,-1.0,-1.0,-1.3146128245812034,-1.0,0,0,1183,1086,1431,,
235,mean_area:q60-80  mean_radius:q60-80  mean_symmetry:q60-80,30,1.0,1.0,1.0,0.9523809523809523,9,0.975609756097561,0.9987951165516293,1.0,True,0.9258200997725514,1.0,0.9761904761904762,20,0.761840090063179,20,0.6637328831200571,0.9295246670347602,21,0,0.9523809523809523,10,0.789134245308236,9,1,3,q60-80,,,,,,q60-80,,q60-80,,-1.0,-1.0,-1.4897700426760616,-2.4904006529786975,0,0,780,935,1122,,
236,mean_area:q80-100  mean_radius:q80-100  mean_texture:q60-80,37,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,37,0.9051094125850101,37,,,37,0,1.0,0,0.0,0,0,3,q80-100,,,,,,q80-100,,,q60-80,,-1.0,,,0,0,890,1007,657,,
237,mean_area:q80-100  mean_radius:q80-100  mean_texture:q80-100,40,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,40,0.9119026971211966,40,,,40,0,1.0,0,0.0,0,0,3,q80-100,,,,,,q80-100,,,q80-100,,-1.0,,,0,0,832,975,613,,
238,mean_area:q00-20  mean_radius:q00-20  mean_texture:q00-20,37,1.0,0.0,,,37,,,1.0,True,0.0,,,0,,0,0.9051094125850101,,0,0,,37,0.0,37,0,3,q00-20,,,,,,q00-20,,,q00-20,-1.0,,,,0,0,1052,925,678,,
239,mean_area:q00-20  mean_radius:q00-20  mean_texture:q20-40,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,q00-20,,,,,,q00-20,,,q20-40,-1.0,,,,0,0,1539,1420,1163,,
240,mean_area:q00-20  mean_radius:q00-20  mean_texture:q40-60,25,1.0,1.0,,1.0,24,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8575264022774187,,1,0,1.0,24,0.0,24,0,3,q00-20,,,,,,q00-20,,,q40-60,-1.0,-1.0127393670834062,-1.0,,0,0,1073,1102,1293,,
241,mean_area:q20-40  mean_radius:q20-40  mean_texture:q00-20,29,1.0,0.0,,,29,,,1.0,True,0.0,,,0,,0,0.8805551309302788,,0,0,,29,0.0,29,0,3,q20-40,,,,,,q20-40,,,q00-20,-1.0,,,,0,0,1203,1091,825,,
242,mean_area:q20-40  mean_radius:q20-40  mean_texture:q20-40,27,1.0,1.0,1.0,0.5,25,0.6666666666666666,0.987420882906321,1.0,True,0.6933752452815364,1.0,0.75,1,0.01257911709367899,1,0.8628148284692875,0.2600090038649865,2,0,0.5,26,0.0,25,1,3,q20-40,,,,,,q20-40,,,q20-40,-0.9642048263805313,-1.0,-1.0,-1.0,0,0,722,865,1075,,
243,mean_area:q20-40  mean_radius:q20-40  mean_texture:q40-60,28,1.0,1.0,1.0,0.5,26,0.6666666666666666,0.987420882906321,1.0,True,0.693888666488711,1.0,0.75,1,0.01257911709367899,1,0.8677253955022459,0.2600090038649865,2,0,0.5,27,0.0,26,1,3,q20-40,,,,,,q20-40,,,q40-60,-0.9654375312655138,-1.0,-1.0,-1.0,0,0,673,948,1043,,
244,mean_area:q40-60  mean_radius:q40-60  mean_texture:q00-20,22,1.0,1.0,,1.0,21,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8389023847809204,,1,0,1.0,21,0.0,21,0,3,q40-60,,,,,,q40-60,,,q00-20,-1.0,-1.0,-1.0,,0,0,1246,1309,1481,,
245,mean_area:q40-60  mean_radius:q40-60  mean_texture:q20-40,31,0.9642857142857143,0.0,0.9773398031519527,0.3333333333333333,27,0.4,0.9057006759492866,0.9990962012443263,True,0.358167659413283,0.5,0.6488095238095237,2,0.008403758659612647,1,0.8165224024553764,0.32027924446709494,3,1,0.3333333333333333,29,0.0,28,2,3,q40-60,,,,,,q40-60,,,q20-40,-0.9380626246141565,-1.0,,-0.9978223451822541,0,0,569,602,880,,
246,mean_area:q40-60  mean_radius:q40-60  mean_texture:q60-80,21,1.0,1.0,1.0,0.7777777777777778,12,0.8750000000000001,0.9718550265221126,1.0,True,0.816496580927726,1.0,0.8888888888888888,7,0.3999064262836879,7,0.7353515306029488,0.744845075507327,9,0,0.7777777777777778,14,0.6111000251300263,12,2,3,q40-60,,,,,,q40-60,,,q60-80,-1.0,-1.0,-1.0679514620196644,-1.0,0,0,1058,1294,1432,,
247,mean_area:q60-80  mean_radius:q60-80  mean_texture:q00-20,20,0.7647058823529411,0.884121836552184,0.9862757447694392,1.0,13,0.6,1.0,0.9318922595626461,True,0.5724780279075999,0.42857142857142855,0.8823529411764706,7,0.2924017738212867,3,0.50100672679542,0.7784301375835019,3,4,1.0,13,0.36354309111334576,17,0,3,q60-80,,,,,,q60-80,,,q00-20,-1.0,-1.0,-1.3193044001742502,-1.0,0,0,1294,1067,1409,,
248,mean_area:q60-80  mean_radius:q60-80  mean_texture:q60-80,25,1.0,1.0,1.0,0.9545454545454546,3,0.9767441860465117,0.9988498524734183,1.0,True,0.8461141122266493,1.0,0.9772727272727273,21,0.771555602332364,21,0.2924017738212867,0.9327280912604531,22,0,0.9545454545454546,4,0.0,3,1,3,q60-80,,,,,,q60-80,,,q60-80,-1.0,-1.0,-0.5992411711653889,-2.608991160263403,0,0,965,1140,1286,,
249,mean_area:q60-80  mean_radius:q60-80  mean_texture:q80-100,29,1.0,0.950760004521137,0.9922362812859549,0.8260869565217391,6,0.9047619047619047,0.9504923546942066,1.0,True,0.7040256912308268,1.0,0.9130434782608696,19,0.6121881100455007,19,0.5407418735600996,0.8338506752357844,23,0,0.8260869565217391,10,0.5270433455060053,6,4,3,q60-80,,,,,,q60-80,,,q80-100,-1.0,-1.0,-1.2439885555327073,-1.0591120033239825,0,0,758,985,1097,,
250,mean_area:q60-80  mean_radius:q60-80  mean_texture:q40-60,21,0.6666666666666666,0.9317206798038654,0.9966636653783378,1.0,6,0.888888888888889,1.0,0.9251453685803117,True,0.7302967433402214,0.8,0.8333333333333334,15,0.7353515306029488,12,0.2992950562085404,0.6700030012883289,12,3,1.0,6,0.513740170451366,9,0,3,q60-80,,,,,,q60-80,,,q40-60,-1.0,-1.0,-1.1611353961491324,-1.0,0,0,1250,1015,1419,,
251,mean_compactness:q80-100  mean_concave_points:q80-100  mean_concavity:q80-100,75,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,75,0.9520049359447202,75,,,75,0,1.0,0,0.0,0,0,3,,q80-100,q80-100,q80-100,,,,,,,,-1.3295716926239176,,,0,0,741,902,534,,
252,mean_compactness:q20-40  mean_concave_points:q20-40  mean_concavity:q20-40,29,1.0,1.0,1.0,0.5,27,0.6666666666666666,0.987420882906321,1.0,True,0.6943650748294136,1.0,0.75,1,0.01257911709367899,1,0.8722971323845661,0.2600090038649865,2,0,0.5,28,0.0,27,1,3,,q20-40,q20-40,q20-40,,,,,,,-0.9623157646813031,-1.0,-1.0499896531645974,-1.0164294257507964,0,0,672,935,1029,,
253,mean_compactness:q60-80  mean_concave_points:q60-80  mean_concavity:q60-80,39,0.8333333333333334,0.8539125638299665,1.0,0.9090909090909091,5,0.9374999999999999,0.9808450570124067,0.9957892554855104,True,0.6633746923155058,0.967741935483871,0.8712121212121213,31,0.756683649241129,30,0.3587654210025136,0.700457683165071,33,1,0.9090909090909091,8,0.2570158672062717,6,3,3,,q60-80,q60-80,q60-80,,,,,,,-0.7908101789359789,-1.0484453832913487,-0.7931177134911117,-0.8635346614705264,0,0,549,477,823,,
254,mean_compactness:q40-60  mean_concave_points:q40-60  mean_concavity:q40-60,28,0.96,1.0,1.0,1.0,24,0.8571428571428571,1.0,0.9989878003006777,True,0.848528137423857,0.75,0.98,4,0.2924017738212867,3,0.796483086077586,0.940800720309199,3,1,1.0,24,0.0,25,0,3,,q40-60,q40-60,q40-60,,,,,,,-0.9162740289013069,-0.8512805902149769,-0.5314462589353642,-4.231405155577676,0,0,886,692,1086,,
255,mean_compactness:q00-20  mean_concave_points:q00-20  mean_concavity:q00-20,69,1.0,0.0,,,69,,,1.0,True,0.0,,,0,,0,0.9479419421369203,,0,0,,69,0.0,69,0,3,,q00-20,q00-20,q00-20,,,,,,,-0.8873250794246208,,,,0,0,958,838,577,,
256,mean_compactness:q80-100  mean_concave_points:q80-100  mean_fractal_dimension:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,3,,q80-100,q80-100,,q80-100,,,,,,,-1.0392233727295772,,,0,0,968,1126,755,,
257,mean_compactness:q80-100  mean_concave_points:q80-100  mean_fractal_dimension:q40-60,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,q80-100,q80-100,,q40-60,,,,,,,-0.9564465677683354,,,0,0,1438,1596,1223,,
258,mean_compactness:q80-100  mean_concave_points:q60-80  mean_fractal_dimension:q80-100,26,0.7692307692307693,0.8754534354062662,0.987182956164715,0.9230769230769231,10,0.8571428571428571,0.9980543715026514,0.9496189265086185,True,0.7006490497453707,0.8,0.8461538461538461,15,0.6397025647321225,12,0.46186846076595905,0.7051247361429773,13,3,0.9230769230769231,11,0.2883880103360044,13,1,3,,q80-100,q60-80,,q80-100,,,,,,-0.9381735860781736,-1.064681693083304,-0.6580952233364229,-0.93356748800988,0,0,928,836,1227,,
259,mean_compactness:q00-20  mean_concave_points:q00-20  mean_fractal_dimension:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,3,,q00-20,q00-20,,q00-20,,,,,,-0.9198468190463612,,,,0,0,1602,1479,1217,,
260,mean_compactness:q00-20  mean_concave_points:q00-20  mean_fractal_dimension:q20-40,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,3,,q00-20,q00-20,,q20-40,,,,,,-0.843409728114268,,,,0,0,1271,1146,1040,,
261,mean_compactness:q80-100  mean_concave_points:q80-100  mean_perimeter:q80-100,47,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,47,0.9245142663089414,47,,,47,0,1.0,0,0.0,0,0,3,,q80-100,q80-100,,,q80-100,,,,,,-0.924373750344887,,,0,0,791,949,572,,
262,mean_compactness:q80-100  mean_concave_points:q80-100  mean_perimeter:q60-80,26,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,25,0.8628148284692875,25,0.025000000000000022,,25,0,1.0,1,0.0,1,0,3,,q80-100,q80-100,,,q60-80,,,,,-1.0,-0.9308795272151135,-1.0,,0,0,1036,1078,1282,,
263,mean_compactness:q60-80  mean_concave_points:q80-100  mean_perimeter:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,q60-80,q80-100,,,q80-100,,,,,,-0.928414854486329,,,0,0,1229,1386,1018,,
264,mean_compactness:q60-80  mean_concave_points:q60-80  mean_perimeter:q60-80,20,0.75,0.8224289189465595,1.0,0.875,3,0.9032258064516129,0.9844863961845862,0.9936905367902901,True,0.5773502691896257,0.9333333333333333,0.8125,15,0.6165237631507436,14,0.1941204496832434,0.5536072550612847,16,1,0.875,5,-0.021029775604801446,4,2,3,,q60-80,q60-80,,,q60-80,,,,,-0.8478467926795659,-0.9011970374805012,-0.8372089496210741,-0.8945724381771433,0,0,1126,1055,1402,,
265,mean_compactness:q00-20  mean_concave_points:q00-20  mean_perimeter:q20-40,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,3,,q00-20,q00-20,,,q20-40,,,,,-0.7347644225604614,,,,0,0,1507,1379,1141,,
266,mean_compactness:q00-20  mean_concave_points:q00-20  mean_perimeter:q00-20,39,1.0,0.0,,,39,,,1.0,True,0.0,,,0,,0,0.9097488990396657,,0,0,,39,0.0,39,0,3,,q00-20,q00-20,,,q00-20,,,,,-0.8910687948185331,,,,0,0,1045,915,679,,
267,mean_compactness:q80-100  mean_concave_points:q80-100  mean_radius:q80-100,45,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,45,0.9212948995931625,45,,,45,0,1.0,0,0.0,0,0,3,,q80-100,q80-100,,,,q80-100,,,,,-0.9214048808713815,,,0,0,783,939,585,,
268,mean_compactness:q80-100  mean_concave_points:q80-100  mean_radius:q60-80,27,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,26,0.8677253955022459,26,0.025000000000000022,,26,0,1.0,1,0.0,1,0,3,,q80-100,q80-100,,,,q60-80,,,,-1.0,-0.9030068131615488,-1.0,,0,0,979,1014,1202,,
269,mean_compactness:q60-80  mean_concave_points:q80-100  mean_radius:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,q60-80,q80-100,,,,q80-100,,,,,-0.928414854486329,,,0,0,1226,1381,1049,,
270,mean_compactness:q00-20  mean_concave_points:q00-20  mean_radius:q20-40,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,q00-20,q00-20,,,,q20-40,,,,-0.7328479178147748,,,,0,0,1653,1520,1309,,
271,mean_compactness:q00-20  mean_concave_points:q00-20  mean_radius:q00-20,39,1.0,0.0,,,39,,,1.0,True,0.0,,,0,,0,0.9097488990396657,,0,0,,39,0.0,39,0,3,,q00-20,q00-20,,,,q00-20,,,,-0.9316656976551497,,,,0,0,1046,810,700,,
272,mean_compactness:q80-100  mean_concave_points:q80-100  mean_smoothness:q80-100,46,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,45,0.9212948995931625,45,0.025000000000000022,,45,0,1.0,1,0.0,1,0,3,,q80-100,q80-100,,,,,q80-100,,,-1.0,-1.1932751677647537,-1.0,,0,0,697,706,916,,
273,mean_compactness:q80-100  mean_concave_points:q80-100  mean_smoothness:q60-80,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,q80-100,q80-100,,,,,q60-80,,,,-0.8329858697959213,,,0,0,1269,1423,1087,,
274,mean_compactness:q00-20  mean_concave_points:q00-20  mean_smoothness:q00-20,51,1.0,0.0,,,51,,,1.0,True,0.0,,,0,,0,0.9302229692504608,,0,0,,51,0.0,51,0,3,,q00-20,q00-20,,,,,q00-20,,,-0.8981104561388743,,,,0,0,990,751,641,,
275,mean_compactness:q80-100  mean_concave_points:q80-100  mean_symmetry:q80-100,40,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,40,0.9119026971211966,40,,,40,0,1.0,0,0.0,0,0,3,,q80-100,q80-100,,,,,,q80-100,,,-1.1227944133991283,,,0,0,795,948,609,,
276,mean_compactness:q80-100  mean_concave_points:q80-100  mean_symmetry:q60-80,21,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,20,0.8315665290169145,20,0.025000000000000022,,20,0,1.0,1,0.0,1,0,3,,q80-100,q80-100,,,,,,q60-80,,-1.0,-0.8797843329495133,-1.0,,0,0,1308,1170,1503,,
277,mean_compactness:q80-100  mean_concave_points:q60-80  mean_symmetry:q80-100,20,0.8571428571428571,1.0,1.0,0.9230769230769231,6,0.9230769230769231,0.9980543715026514,0.9963897031380992,True,0.7802197802197802,0.9230769230769231,0.8901098901098902,13,0.6397025647321225,12,0.42127680295680187,0.7311070250760223,13,1,0.9230769230769231,7,0.5000000000000001,7,1,3,,q80-100,q60-80,,,,,,q80-100,,-0.909211693649065,-0.8083316662111746,-1.0217830332368798,-0.9633044678220288,0,0,1150,1080,1466,,
278,mean_compactness:q00-20  mean_concave_points:q00-20  mean_symmetry:q00-20,32,1.0,0.0,,,32,,,1.0,True,0.0,,,0,,0,0.8911188393205571,,0,0,,32,0.0,32,0,3,,q00-20,q00-20,,,,,,q00-20,,-0.790254583594632,,,,0,0,1126,766,774,,
279,mean_compactness:q00-20  mean_concave_points:q00-20  mean_symmetry:q20-40,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,q00-20,q00-20,,,,,,q20-40,,-0.7737444114317118,,,,0,0,1562,1197,1208,,
280,mean_compactness:q80-100  mean_concave_points:q80-100  mean_texture:q60-80,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,q80-100,q80-100,,,,,,,q60-80,,-0.8144769013546542,,,0,0,1418,1543,1200,,
281,mean_compactness:q80-100  mean_concave_points:q80-100  mean_texture:q80-100,32,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,32,0.8911188393205571,32,,,32,0,1.0,0,0.0,0,0,3,,q80-100,q80-100,,,,,,,q80-100,,-0.8091142887259506,,,0,0,941,1039,694,,
282,mean_compactness:q00-20  mean_concave_points:q00-20  mean_texture:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,3,,q00-20,q00-20,,,,,,,q00-20,-0.7414440549432461,,,,0,0,1631,1264,1273,,
283,mean_compactness:q80-100  mean_concavity:q80-100  mean_fractal_dimension:q80-100,41,0.8,1.0,1.0,0.9722222222222222,4,0.9722222222222222,0.9992969747940645,0.9949492366205319,True,0.7722222222222223,0.9722222222222222,0.8861111111111112,36,0.8547107352531463,35,0.28358206388191054,0.6882333449118867,36,1,0.9722222222222222,5,0.35869301449907554,5,1,3,,q80-100,,q80-100,q80-100,,,,,,-1.0,-0.9745053945147234,-1.1162431828662371,-0.9693709951025177,0,0,578,464,868,,
284,mean_compactness:q80-100  mean_concavity:q80-100  mean_fractal_dimension:q40-60,21,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,21,0.8389023847809204,21,,,21,0,1.0,0,0.0,0,0,3,,q80-100,,q80-100,q40-60,,,,,,,-1.0,,,0,0,1411,1509,1161,,
285,mean_compactness:q20-40  mean_concavity:q20-40  mean_fractal_dimension:q20-40,20,1.0,1.0,,1.0,19,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.823533088192828,,1,0,1.0,19,0.0,19,0,3,,q20-40,,q20-40,q20-40,,,,,,-0.6357494771878839,-1.0,-1.0,,0,0,1428,1171,1605,,
286,mean_compactness:q00-20  mean_concavity:q00-20  mean_fractal_dimension:q00-20,24,1.0,0.0,,0.0,23,,0.975,1.0,True,0.0,,,0,0.0,0,0.8518148710847749,,1,0,0.0,24,0.0,23,1,3,,q00-20,,q00-20,q00-20,,,,,,-0.9614567856136814,-1.0,,,0,0,889,999,966,,
287,mean_compactness:q00-20  mean_concavity:q00-20  mean_fractal_dimension:q20-40,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,3,,q00-20,,q00-20,q20-40,,,,,,-0.8329646582235024,,,,0,0,1282,928,920,,
288,mean_compactness:q80-100  mean_concavity:q80-100  mean_perimeter:q80-100,49,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,49,0.9274807363356677,49,,,49,0,1.0,0,0.0,0,0,3,,q80-100,,q80-100,,q80-100,,,,,,-0.9621861450843472,,,0,0,815,911,559,,
289,mean_compactness:q80-100  mean_concavity:q80-100  mean_perimeter:q60-80,28,0.0,0.0,,1.0,0,0.9818181818181818,1.0,0.975,True,0.0,0.9642857142857143,,28,0.8722971323845661,27,0.0,,27,1,1.0,0,0.0,1,0,3,,q80-100,,q80-100,,q60-80,,,,,-1.0,-0.9353342747902813,,,0,0,1007,665,749,,
290,mean_compactness:q20-40  mean_concavity:q20-40  mean_perimeter:q20-40,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,3,,q20-40,,q20-40,,q20-40,,,,,-0.7642199145658677,,,,0,0,1469,1130,1103,,
291,mean_compactness:q60-80  mean_concavity:q60-80  mean_perimeter:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,q60-80,,q60-80,,q80-100,,,,,,-1.2310521585510903,,,0,0,1241,1336,980,,
292,mean_compactness:q60-80  mean_concavity:q60-80  mean_perimeter:q60-80,22,0.8333333333333334,1.0,1.0,0.875,5,0.9032258064516129,0.9844863961845862,0.9957892554855104,True,0.6772962119561564,0.9333333333333333,0.8541666666666666,15,0.6165237631507436,14,0.3587654210025136,0.6706470310020098,16,1,0.875,7,0.20098455678045435,6,2,3,,q60-80,,q60-80,,q60-80,,,,,-0.8061630979042156,-0.9011970374805012,-0.6759592506090839,-0.8513191698745145,0,0,1071,1016,1365,,
293,mean_compactness:q00-20  mean_concavity:q00-20  mean_perimeter:q20-40,27,1.0,0.0,,,27,,,1.0,True,0.0,,,0,,0,0.8722971323845661,,0,0,,27,0.0,27,0,3,,q00-20,,q00-20,,q20-40,,,,,-0.8281944802764705,,,,0,0,1318,969,949,,
294,mean_compactness:q00-20  mean_concavity:q00-20  mean_perimeter:q00-20,35,1.0,0.0,,,35,,,1.0,True,0.0,,,0,,0,0.8999675644278913,,0,0,,35,0.0,35,0,3,,q00-20,,q00-20,,q00-20,,,,,-0.8039386355418672,,,,0,0,1091,738,720,,
295,mean_compactness:q80-100  mean_concavity:q80-100  mean_radius:q80-100,47,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,47,0.9245142663089414,47,,,47,0,1.0,0,0.0,0,0,3,,q80-100,,q80-100,,,q80-100,,,,,-0.9607015805282194,,,0,0,833,927,567,,
296,mean_compactness:q80-100  mean_concavity:q80-100  mean_radius:q60-80,28,0.0,0.0,,1.0,0,0.9818181818181818,1.0,0.975,True,0.0,0.9642857142857143,,28,0.8722971323845661,27,0.0,,27,1,1.0,0,0.0,1,0,3,,q80-100,,q80-100,,,q60-80,,,,-1.0,-0.9060353176285587,,,0,0,1014,665,746,,
297,mean_compactness:q20-40  mean_concavity:q20-40  mean_radius:q20-40,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,3,,q20-40,,q20-40,,,q20-40,,,,-0.7709492862419275,,,,0,0,1400,1027,1025,,
298,mean_compactness:q60-80  mean_concavity:q60-80  mean_radius:q80-100,25,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,25,0.8628148284692875,25,,,25,0,1.0,0,0.0,0,0,3,,q60-80,,q60-80,,,q80-100,,,,,-1.278508661365468,,,0,0,1209,1302,912,,
299,mean_compactness:q60-80  mean_concavity:q60-80  mean_radius:q60-80,20,0.8333333333333334,1.0,1.0,0.9285714285714286,5,0.9285714285714286,0.9981932193408724,0.9957892554855104,True,0.7619047619047619,0.9285714285714286,0.8809523809523809,14,0.6613155100681788,13,0.3587654210025136,0.7032542737866427,14,1,0.9285714285714286,6,0.5726998242833578,6,1,3,,q60-80,,q60-80,,,q60-80,,,,-0.8061630979042156,-0.8920565223036923,-1.34579704487812,-0.9018660866650547,0,0,1204,1127,1512,,
300,mean_compactness:q00-20  mean_concavity:q00-20  mean_radius:q20-40,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,3,,q00-20,,q00-20,,,q20-40,,,,-0.8177906232180029,,,,0,0,1377,1020,1024,,
301,mean_compactness:q00-20  mean_concavity:q00-20  mean_radius:q00-20,34,1.0,0.0,,,34,,,1.0,True,0.0,,,0,,0,0.8971820757409873,,0,0,,34,0.0,34,0,3,,q00-20,,q00-20,,,q00-20,,,,-0.8177937411820941,,,,0,0,1087,730,682,,
302,mean_compactness:q80-100  mean_concavity:q80-100  mean_smoothness:q80-100,51,,0.0,,0.9803921568627451,0,0.99009900990099,0.9995036955921838,,True,0.0,1.0,,50,0.8955251036044415,50,,,51,0,0.9803921568627451,1,0.0,0,1,3,,q80-100,,q80-100,,,,q80-100,,,,-0.9139342667356578,,,0,0,630,915,521,,
303,mean_compactness:q80-100  mean_concavity:q80-100  mean_smoothness:q60-80,26,1.0,1.0,,1.0,2,1.0,1.0,1.0,True,1.0,1.0,1.0,24,0.8575264022774187,24,0.15811388300839305,,24,0,1.0,2,0.0,2,0,3,,q80-100,,q80-100,,,,q60-80,,,-0.9572310720557834,-0.8663788973773175,-1.0,,0,0,1090,841,1254,,
304,mean_compactness:q00-20  mean_concavity:q00-20  mean_smoothness:q00-20,51,1.0,0.0,,,51,,,1.0,True,0.0,,,0,,0,0.9302229692504608,,0,0,,51,0.0,51,0,3,,q00-20,,q00-20,,,,q00-20,,,-0.9635627309455997,,,,0,0,952,597,516,,
305,mean_compactness:q80-100  mean_concavity:q80-100  mean_symmetry:q80-100,51,1.0,1.0,1.0,0.9787234042553191,4,0.989247311827957,0.9994614682945947,1.0,True,0.8848608497409383,1.0,0.9893617021276595,46,0.8870622828535809,46,0.3976353643835142,0.9685110214410634,47,0,0.9787234042553191,5,0.6485264849114911,4,1,3,,q80-100,,q80-100,,,,,q80-100,,-1.1893426236500033,-0.9424535737555455,-2.0367240203280623,-9.597566085444775,0,0,521,468,840,,
306,mean_compactness:q80-100  mean_concavity:q80-100  mean_symmetry:q60-80,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,q80-100,,q80-100,,,,,q60-80,,,-0.8797843329495133,,,0,0,1457,1550,1126,,
